itemId,simScore,hotLevel,category,pId
item7337,1,7337,1,1 
item7338,1,7338,1,1 
item7339,1,7339,1,1 
item7340,1,7340,1,1 
item7341,1,7341,1,1 
item7342,1,7342,1,1 
item7343,1,7343,1,1 
item7344,1,7344,1,1 
item7345,1,7345,1,1 
item7346,1,7346,1,1 
item7347,1,7347,1,1 
item7348,1,7348,1,1 
item7349,1,7349,1,1 
item7350,1,7350,1,1 
item7351,1,7351,1,1 
item7352,1,7352,1,1 
item7353,1,7353,1,1 
item7354,1,7354,1,1 
item7355,1,7355,1,1 
item7356,1,7356,1,1 
item7357,1,7357,1,1 
item7358,1,7358,1,1 
item7359,1,7359,1,1 
item7360,1,7360,1,1 
item7361,1,7361,1,1 
item7362,1,7362,1,1 
item7363,1,7363,1,1 
item7364,1,7364,1,1 
item7365,1,7365,1,1 
item7366,1,7366,1,1 
item7367,1,7367,1,1 
item7368,1,7368,1,1 
item7369,1,7369,1,1 
item7370,1,7370,1,1 
item7371,1,7371,1,1 
item7372,1,7372,1,1 
item7373,1,7373,1,1 
item7374,1,7374,1,1 
item7375,1,7375,1,1 
item7376,1,7376,1,1 
item7377,1,7377,1,1 
item7378,1,7378,1,1 
item7379,1,7379,1,1 
item7380,1,7380,1,1 
item7381,1,7381,1,1 
item7382,1,7382,1,1 
item7383,1,7383,1,1 
item7384,1,7384,1,1 
item7385,1,7385,1,1 
item7386,1,7386,1,1 
item7387,1,7387,1,1 
item7388,1,7388,1,1 
item7389,1,7389,1,1 
item7390,1,7390,1,1 
item7391,1,7391,1,1 
item7392,1,7392,1,1 
item7393,1,7393,1,1 
item7394,1,7394,1,1 
item7395,1,7395,1,1 
item7396,1,7396,1,1 
item7397,1,7397,1,1 
item7398,1,7398,1,1 
item7399,1,7399,1,1 
item7400,1,7400,1,1 
item7401,1,7401,1,1 
item7402,1,7402,1,1 
item7403,1,7403,1,1 
item7404,1,7404,1,1 
item7405,1,7405,1,1 
item7406,1,7406,1,1 
item7407,1,7407,1,1 
item7408,1,7408,1,1 
item7409,1,7409,1,1 
item7410,1,7410,1,1 
item7411,1,7411,1,1 
item7412,1,7412,1,1 
item7413,1,7413,1,1 
item7414,1,7414,1,1 
item7415,1,7415,1,1 
item7416,1,7416,1,1 
item7417,1,7417,1,1 
item7418,1,7418,1,1 
item7419,1,7419,1,1 
item7420,1,7420,1,1 
item7421,1,7421,1,1 
item7422,1,7422,1,1 
item7423,1,7423,1,1 
item7424,1,7424,1,1 
item7425,1,7425,1,1 
item7426,1,7426,1,1 
item7427,1,7427,1,1 
item7428,1,7428,1,1 
item7429,1,7429,1,1 
item7430,1,7430,1,1 
item7431,1,7431,1,1 
item7432,1,7432,1,1 
item7433,1,7433,1,1 
item7434,1,7434,1,1 
item7435,1,7435,1,1 
item7436,1,7436,1,1 
item7437,1,7437,1,1 
item7438,1,7438,1,1 
item7439,1,7439,1,1 
item7440,1,7440,1,1 
item7441,1,7441,1,1 
item7442,1,7442,1,1 
item7443,1,7443,1,1 
item7444,1,7444,1,1 
item7445,1,7445,1,1 
item7446,1,7446,1,1 
item7447,1,7447,1,1 
item7448,1,7448,1,1 
item7449,1,7449,1,1 
item7450,1,7450,1,1 
item7451,1,7451,1,1 
item7452,1,7452,1,1 
item7453,1,7453,1,1 
item7454,1,7454,1,1 
item7455,1,7455,1,1 
item7456,1,7456,1,1 
item7457,1,7457,1,1 
item7458,1,7458,1,1 
item7459,1,7459,1,1 
item7460,1,7460,1,1 
item7461,1,7461,1,1 
item7462,1,7462,1,1 
item7463,1,7463,1,1 
item7464,1,7464,1,1 
item7465,1,7465,1,1 
item7466,1,7466,1,1 
item7467,1,7467,1,1 
item7468,1,7468,1,1 
item7469,1,7469,1,1 
item7470,1,7470,1,1 
item7471,1,7471,1,1 
item7472,1,7472,1,1 
item7473,1,7473,1,1 
item7474,1,7474,1,1 
item7475,1,7475,1,1 
item7476,1,7476,1,1 
item7477,1,7477,1,1 
item7478,1,7478,1,1 
item7479,1,7479,1,1 
item7480,1,7480,1,1 
item7481,1,7481,1,1 
item7482,1,7482,1,1 
item7483,1,7483,1,1 
item7484,1,7484,1,1 
item7485,1,7485,1,1 
item7486,1,7486,1,1 
item7487,1,7487,1,1 
item7488,1,7488,1,1 
item7489,1,7489,1,1 
item7490,1,7490,1,1 
item7491,1,7491,1,1 
item7492,1,7492,1,1 
item7493,1,7493,1,1 
item7494,1,7494,1,1 
item7495,1,7495,1,1 
item7496,1,7496,1,1 
item7497,1,7497,1,1 
item7498,1,7498,1,1 
item7499,1,7499,1,1 
item7500,1,7500,1,1 
item7501,1,7501,1,1 
item7502,1,7502,1,1 
item7503,1,7503,1,1 
item7504,1,7504,1,1 
item7505,1,7505,1,1 
item7506,1,7506,1,1 
item7507,1,7507,1,1 
item7508,1,7508,1,1 
item7509,1,7509,1,1 
item7510,1,7510,1,1 
item7511,1,7511,1,1 
item7512,1,7512,1,1 
item7513,1,7513,1,1 
item7514,1,7514,1,1 
item7515,1,7515,1,1 
item7516,1,7516,1,1 
item7517,1,7517,1,1 
item7518,1,7518,1,1 
item7519,1,7519,1,1 
item7520,1,7520,1,1 
item7521,1,7521,1,1 
item7522,1,7522,1,1 
item7523,1,7523,1,1 
item7524,1,7524,1,1 
item7525,1,7525,1,1 
item7526,1,7526,1,1 
item7527,1,7527,1,1 
item7528,1,7528,1,1 
item7529,1,7529,1,1 
item7530,1,7530,1,1 
item7531,1,7531,1,1 
item7532,1,7532,1,1 
item7533,1,7533,1,1 
item7534,1,7534,1,1 
item7535,1,7535,1,1 
item7536,1,7536,1,1 
item7537,1,7537,1,1 
item7538,1,7538,1,1 
item7539,1,7539,1,1 
item7540,1,7540,1,1 
item7541,1,7541,1,1 
item7542,1,7542,1,1 
item7543,1,7543,1,1 
item7544,1,7544,1,1 
item7545,1,7545,1,1 
item7546,1,7546,1,1 
item7547,1,7547,1,1 
item7548,1,7548,1,1 
item7549,1,7549,1,1 
item7550,1,7550,1,1 
item7551,1,7551,1,1 
item7552,1,7552,1,1 
item7553,1,7553,1,1 
item7554,1,7554,1,1 
item7555,1,7555,1,1 
item7556,1,7556,1,1 
item7557,1,7557,1,1 
item7558,1,7558,1,1 
item7559,1,7559,1,1 
item7560,1,7560,1,1 
item7561,1,7561,1,1 
item7562,1,7562,1,1 
item7563,1,7563,1,1 
item7564,1,7564,1,1 
item7565,1,7565,1,1 
item7566,1,7566,1,1 
item7567,1,7567,1,1 
item7568,1,7568,1,1 
item7569,1,7569,1,1 
item7570,1,7570,1,1 
item7571,1,7571,1,1 
item7572,1,7572,1,1 
item7573,1,7573,1,1 
item7574,1,7574,1,1 
item7575,1,7575,1,1 
item7576,1,7576,1,1 
item7577,1,7577,1,1 
item7578,1,7578,1,1 
item7579,1,7579,1,1 
item7580,1,7580,1,1 
item7581,1,7581,1,1 
item7582,1,7582,1,1 
item7583,1,7583,1,1 
item7584,1,7584,1,1 
item7585,1,7585,1,1 
item7586,1,7586,1,1 
item7587,1,7587,1,1 
item7588,1,7588,1,1 
item7589,1,7589,1,1 
item7590,1,7590,1,1 
item7591,1,7591,1,1 
item7592,1,7592,1,1 
item7593,1,7593,1,1 
item7594,1,7594,1,1 
item7595,1,7595,1,1 
item7596,1,7596,1,1 
item7597,1,7597,1,1 
item7598,1,7598,1,1 
item7599,1,7599,1,1 
item7600,1,7600,1,1 
item7601,1,7601,1,1 
item7602,1,7602,1,1 
item7603,1,7603,1,1 
item7604,1,7604,1,1 
item7605,1,7605,1,1 
item7606,1,7606,1,1 
item7607,1,7607,1,1 
item7608,1,7608,1,1 
item7609,1,7609,1,1 
item7610,1,7610,1,1 
item7611,1,7611,1,1 
item7612,1,7612,1,1 
item7613,1,7613,1,1 
item7614,1,7614,1,1 
item7615,1,7615,1,1 
item7616,1,7616,1,1 
item7617,1,7617,1,1 
item7618,1,7618,1,1 
item7619,1,7619,1,1 
item7620,1,7620,1,1 
item7621,1,7621,1,1 
item7622,1,7622,1,1 
item7623,1,7623,1,1 
item7624,1,7624,1,1 
item7625,1,7625,1,1 
item7626,1,7626,1,1 
item7627,1,7627,1,1 
item7628,1,7628,1,1 
item7629,1,7629,1,1 
item7630,1,7630,1,1 
item7631,1,7631,1,1 
item7632,1,7632,1,1 
item7633,1,7633,1,1 
item7634,1,7634,1,1 
item7635,1,7635,1,1 
item7636,1,7636,1,1 
item7637,1,7637,1,1 
item7638,1,7638,1,1 
item7639,1,7639,1,1 
item7640,1,7640,1,1 
item7641,1,7641,1,1 
item7642,1,7642,1,1 
item7643,1,7643,1,1 
item7644,1,7644,1,1 
item7645,1,7645,1,1 
item7646,1,7646,1,1 
item7647,1,7647,1,1 
item7648,1,7648,1,1 
item7649,1,7649,1,1 
item7650,1,7650,1,1 
item7651,1,7651,1,1 
item7652,1,7652,1,1 
item7653,1,7653,1,1 
item7654,1,7654,1,1 
item7655,1,7655,1,1 
item7656,1,7656,1,1 
item7657,1,7657,1,1 
item7658,1,7658,1,1 
item7659,1,7659,1,1 
item7660,1,7660,1,1 
item7661,1,7661,1,1 
item7662,1,7662,1,1 
item7663,1,7663,1,1 
item7664,1,7664,1,1 
item7665,1,7665,1,1 
item7666,1,7666,1,1 
item7667,1,7667,1,1 
item7668,1,7668,1,1 
item7669,1,7669,1,1 
item7670,1,7670,1,1 
item7671,1,7671,1,1 
item7672,1,7672,1,1 
item7673,1,7673,1,1 
item7674,1,7674,1,1 
item7675,1,7675,1,1 
item7676,1,7676,1,1 
item7677,1,7677,1,1 
item7678,1,7678,1,1 
item7679,1,7679,1,1 
item7680,1,7680,1,1 
item7681,1,7681,1,1 
item7682,1,7682,1,1 
item7683,1,7683,1,1 
item7684,1,7684,1,1 
item7685,1,7685,1,1 
item7686,1,7686,1,1 
item7687,1,7687,1,1 
item7688,1,7688,1,1 
item7689,1,7689,1,1 
item7690,1,7690,1,1 
item7691,1,7691,1,1 
item7692,1,7692,1,1 
item7693,1,7693,1,1 
item7694,1,7694,1,1 
item7695,1,7695,1,1 
item7696,1,7696,1,1 
item7697,1,7697,1,1 
item7698,1,7698,1,1 
item7699,1,7699,1,1 
item7700,1,7700,1,1 
item7701,1,7701,1,1 
item7702,1,7702,1,1 
item7703,1,7703,1,1 
item7704,1,7704,1,1 
item7705,1,7705,1,1 
item7706,1,7706,1,1 
item7707,1,7707,1,1 
item7708,1,7708,1,1 
item7709,1,7709,1,1 
item7710,1,7710,1,1 
item7711,1,7711,1,1 
item7712,1,7712,1,1 
item7713,1,7713,1,1 
item7714,1,7714,1,1 
item7715,1,7715,1,1 
item7716,1,7716,1,1 
item7717,1,7717,1,1 
item7718,1,7718,1,1 
item7719,1,7719,1,1 
item7720,1,7720,1,1 
item7721,1,7721,1,1 
item7722,1,7722,1,1 
item7723,1,7723,1,1 
item7724,1,7724,1,1 
item7725,1,7725,1,1 
item7726,1,7726,1,1 
item7727,1,7727,1,1 
item7728,1,7728,1,1 
item7729,1,7729,1,1 
item7730,1,7730,1,1 
item7731,1,7731,1,1 
item7732,1,7732,1,1 
item7733,1,7733,1,1 
item7734,1,7734,1,1 
item7735,1,7735,1,1 
item7736,1,7736,1,1 
item7737,1,7737,1,1 
item7738,1,7738,1,1 
item7739,1,7739,1,1 
item7740,1,7740,1,1 
item7741,1,7741,1,1 
item7742,1,7742,1,1 
item7743,1,7743,1,1 
item7744,1,7744,1,1 
item7745,1,7745,1,1 
item7746,1,7746,1,1 
item7747,1,7747,1,1 
item7748,1,7748,1,1 
item7749,1,7749,1,1 
item7750,1,7750,1,1 
item7751,1,7751,1,1 
item7752,1,7752,1,1 
item7753,1,7753,1,1 
item7754,1,7754,1,1 
item7755,1,7755,1,1 
item7756,1,7756,1,1 
item7757,1,7757,1,1 
item7758,1,7758,1,1 
item7759,1,7759,1,1 
item7760,1,7760,1,1 
item7761,1,7761,1,1 
item7762,1,7762,1,1 
item7763,1,7763,1,1 
item7764,1,7764,1,1 
item7765,1,7765,1,1 
item7766,1,7766,1,1 
item7767,1,7767,1,1 
item7768,1,7768,1,1 
item7769,1,7769,1,1 
item7770,1,7770,1,1 
item7771,1,7771,1,1 
item7772,1,7772,1,1 
item7773,1,7773,1,1 
item7774,1,7774,1,1 
item7775,1,7775,1,1 
item7776,1,7776,1,1 
item7777,1,7777,1,1 
item7778,1,7778,1,1 
item7779,1,7779,1,1 
item7780,1,7780,1,1 
item7781,1,7781,1,1 
item7782,1,7782,1,1 
item7783,1,7783,1,1 
item7784,1,7784,1,1 
item7785,1,7785,1,1 
item7786,1,7786,1,1 
item7787,1,7787,1,1 
item7788,1,7788,1,1 
item7789,1,7789,1,1 
item7790,1,7790,1,1 
item7791,1,7791,1,1 
item7792,1,7792,1,1 
item7793,1,7793,1,1 
item7794,1,7794,1,1 
item7795,1,7795,1,1 
item7796,1,7796,1,1 
item7797,1,7797,1,1 
item7798,1,7798,1,1 
item7799,1,7799,1,1 
item7800,1,7800,1,1 
item7801,1,7801,1,1 
item7802,1,7802,1,1 
item7803,1,7803,1,1 
item7804,1,7804,1,1 
item7805,1,7805,1,1 
item7806,1,7806,1,1 
item7807,1,7807,1,1 
item7808,1,7808,1,1 
item7809,1,7809,1,1 
item7810,1,7810,1,1 
item7811,1,7811,1,1 
item7812,1,7812,1,1 
item7813,1,7813,1,1 
item7814,1,7814,1,1 
item7815,1,7815,1,1 
item7816,1,7816,1,1 
item7817,1,7817,1,1 
item7818,1,7818,1,1 
item7819,1,7819,1,1 
item7820,1,7820,1,1 
item7821,1,7821,1,1 
item7822,1,7822,1,1 
item7823,1,7823,1,1 
item7824,1,7824,1,1 
item7825,1,7825,1,1 
item7826,1,7826,1,1 
item7827,1,7827,1,1 
item7828,1,7828,1,1 
item7829,1,7829,1,1 
item7830,1,7830,1,1 
item7831,1,7831,1,1 
item7832,1,7832,1,1 
item7833,1,7833,1,1 
item7834,1,7834,1,1 
item7835,1,7835,1,1 
item7836,1,7836,1,1 
item7837,1,7837,1,1 
item7838,1,7838,1,1 
item7839,1,7839,1,1 
item7840,1,7840,1,1 
item7841,1,7841,1,1 
item7842,1,7842,1,1 
item7843,1,7843,1,1 
item7844,1,7844,1,1 
item7845,1,7845,1,1 
item7846,1,7846,1,1 
item7847,1,7847,1,1 
item7848,1,7848,1,1 
item7849,1,7849,1,1 
item7850,1,7850,1,1 
item7851,1,7851,1,1 
item7852,1,7852,1,1 
item7853,1,7853,1,1 
item7854,1,7854,1,1 
item7855,1,7855,1,1 
item7856,1,7856,1,1 
item7857,1,7857,1,1 
item7858,1,7858,1,1 
item7859,1,7859,1,1 
item7860,1,7860,1,1 
item7861,1,7861,1,1 
item7862,1,7862,1,1 
item7863,1,7863,1,1 
item7864,1,7864,1,1 
item7865,1,7865,1,1 
item7866,1,7866,1,1 
item7867,1,7867,1,1 
item7868,1,7868,1,1 
item7869,1,7869,1,1 
item7870,1,7870,1,1 
item7871,1,7871,1,1 
item7872,1,7872,1,1 
item7873,1,7873,1,1 
item7874,1,7874,1,1 
item7875,1,7875,1,1 
item7876,1,7876,1,1 
item7877,1,7877,1,1 
item7878,1,7878,1,1 
item7879,1,7879,1,1 
item7880,1,7880,1,1 
item7881,1,7881,1,1 
item7882,1,7882,1,1 
item7883,1,7883,1,1 
item7884,1,7884,1,1 
item7885,1,7885,1,1 
item7886,1,7886,1,1 
item7887,1,7887,1,1 
item7888,1,7888,1,1 
item7889,1,7889,1,1 
item7890,1,7890,1,1 
item7891,1,7891,1,1 
item7892,1,7892,1,1 
item7893,1,7893,1,1 
item7894,1,7894,1,1 
item7895,1,7895,1,1 
item7896,1,7896,1,1 
item7897,1,7897,1,1 
item7898,1,7898,1,1 
item7899,1,7899,1,1 
item7900,1,7900,1,1 
item7901,1,7901,1,1 
item7902,1,7902,1,1 
item7903,1,7903,1,1 
item7904,1,7904,1,1 
item7905,1,7905,1,1 
item7906,1,7906,1,1 
item7907,1,7907,1,1 
item7908,1,7908,1,1 
item7909,1,7909,1,1 
item7910,1,7910,1,1 
item7911,1,7911,1,1 
item7912,1,7912,1,1 
item7913,1,7913,1,1 
item7914,1,7914,1,1 
item7915,1,7915,1,1 
item7916,1,7916,1,1 
item7917,1,7917,1,1 
item7918,1,7918,1,1 
item7919,1,7919,1,1 
item7920,1,7920,1,1 
item7921,1,7921,1,1 
item7922,1,7922,1,1 
item7923,1,7923,1,1 
item7924,1,7924,1,1 
item7925,1,7925,1,1 
item7926,1,7926,1,1 
item7927,1,7927,1,1 
item7928,1,7928,1,1 
item7929,1,7929,1,1 
item7930,1,7930,1,1 
item7931,1,7931,1,1 
item7932,1,7932,1,1 
item7933,1,7933,1,1 
item7934,1,7934,1,1 
item7935,1,7935,1,1 
item7936,1,7936,1,1 
item7937,1,7937,1,1 
item7938,1,7938,1,1 
item7939,1,7939,1,1 
item7940,1,7940,1,1 
item7941,1,7941,1,1 
item7942,1,7942,1,1 
item7943,1,7943,1,1 
item7944,1,7944,1,1 
item7945,1,7945,1,1 
item7946,1,7946,1,1 
item7947,1,7947,1,1 
item7948,1,7948,1,1 
item7949,1,7949,1,1 
item7950,1,7950,1,1 
item7951,1,7951,1,1 
item7952,1,7952,1,1 
item7953,1,7953,1,1 
item7954,1,7954,1,1 
item7955,1,7955,1,1 
item7956,1,7956,1,1 
item7957,1,7957,1,1 
item7958,1,7958,1,1 
item7959,1,7959,1,1 
item7960,1,7960,1,1 
item7961,1,7961,1,1 
item7962,1,7962,1,1 
item7963,1,7963,1,1 
item7964,1,7964,1,1 
item7965,1,7965,1,1 
item7966,1,7966,1,1 
item7967,1,7967,1,1 
item7968,1,7968,1,1 
item7969,1,7969,1,1 
item7970,1,7970,1,1 
item7971,1,7971,1,1 
item7972,1,7972,1,1 
item7973,1,7973,1,1 
item7974,1,7974,1,1 
item7975,1,7975,1,1 
item7976,1,7976,1,1 
item7977,1,7977,1,1 
item7978,1,7978,1,1 
item7979,1,7979,1,1 
item7980,1,7980,1,1 
item7981,1,7981,1,1 
item7982,1,7982,1,1 
item7983,1,7983,1,1 
item7984,1,7984,1,1 
item7985,1,7985,1,1 
item7986,1,7986,1,1 
item7987,1,7987,1,1 
item7988,1,7988,1,1 
item7989,1,7989,1,1 
item7990,1,7990,1,1 
item7991,1,7991,1,1 
item7992,1,7992,1,1 
item7993,1,7993,1,1 
item7994,1,7994,1,1 
item7995,1,7995,1,1 
item7996,1,7996,1,1 
item7997,1,7997,1,1 
item7998,1,7998,1,1 
item7999,1,7999,1,1 
item8000,1,8000,1,1 
item8001,1,8001,1,1 
item8002,1,8002,1,1 
item8003,1,8003,1,1 
item8004,1,8004,1,1 
item8005,1,8005,1,1 
item8006,1,8006,1,1 
item8007,1,8007,1,1 
item8008,1,8008,1,1 
item8009,1,8009,1,1 
item8010,1,8010,1,1 
item8011,1,8011,1,1 
item8012,1,8012,1,1 
item8013,1,8013,1,1 
item8014,1,8014,1,1 
item8015,1,8015,1,1 
item8016,1,8016,1,1 
item8017,1,8017,1,1 
item8018,1,8018,1,1 
item8019,1,8019,1,1 
item8020,1,8020,1,1 
item8021,1,8021,1,1 
item8022,1,8022,1,1 
item8023,1,8023,1,1 
item8024,1,8024,1,1 
item8025,1,8025,1,1 
item8026,1,8026,1,1 
item8027,1,8027,1,1 
item8028,1,8028,1,1 
item8029,1,8029,1,1 
item8030,1,8030,1,1 
item8031,1,8031,1,1 
item8032,1,8032,1,1 
item8033,1,8033,1,1 
item8034,1,8034,1,1 
item8035,1,8035,1,1 
item8036,1,8036,1,1 
item8037,1,8037,1,1 
item8038,1,8038,1,1 
item8039,1,8039,1,1 
item8040,1,8040,1,1 
item8041,1,8041,1,1 
item8042,1,8042,1,1 
item8043,1,8043,1,1 
item8044,1,8044,1,1 
item8045,1,8045,1,1 
item8046,1,8046,1,1 
item8047,1,8047,1,1 
item8048,1,8048,1,1 
item8049,1,8049,1,1 
item8050,1,8050,1,1 
item8051,1,8051,1,1 
item8052,1,8052,1,1 
item8053,1,8053,1,1 
item8054,1,8054,1,1 
item8055,1,8055,1,1 
item8056,1,8056,1,1 
item8057,1,8057,1,1 
item8058,1,8058,1,1 
item8059,1,8059,1,1 
item8060,1,8060,1,1 
item8061,1,8061,1,1 
item8062,1,8062,1,1 
item8063,1,8063,1,1 
item8064,1,8064,1,1 
item8065,1,8065,1,1 
item8066,1,8066,1,1 
item8067,1,8067,1,1 
item8068,1,8068,1,1 
item8069,1,8069,1,1 
item8070,1,8070,1,1 
item8071,1,8071,1,1 
item8072,1,8072,1,1 
item8073,1,8073,1,1 
item8074,1,8074,1,1 
item8075,1,8075,1,1 
item8076,1,8076,1,1 
item8077,1,8077,1,1 
item8078,1,8078,1,1 
item8079,1,8079,1,1 
item8080,1,8080,1,1 
item8081,1,8081,1,1 
item8082,1,8082,1,1 
item8083,1,8083,1,1 
item8084,1,8084,1,1 
item8085,1,8085,1,1 
item8086,1,8086,1,1 
item8087,1,8087,1,1 
item8088,1,8088,1,1 
item8089,1,8089,1,1 
item8090,1,8090,1,1 
item8091,1,8091,1,1 
item8092,1,8092,1,1 
item8093,1,8093,1,1 
item8094,1,8094,1,1 
item8095,1,8095,1,1 
item8096,1,8096,1,1 
item8097,1,8097,1,1 
item8098,1,8098,1,1 
item8099,1,8099,1,1 
item8100,1,8100,1,1 
item8101,1,8101,1,1 
item8102,1,8102,1,1 
item8103,1,8103,1,1 
item8104,1,8104,1,1 
item8105,1,8105,1,1 
item8106,1,8106,1,1 
item8107,1,8107,1,1 
item8108,1,8108,1,1 
item8109,1,8109,1,1 
item8110,1,8110,1,1 
item8111,1,8111,1,1 
item8112,1,8112,1,1 
item8113,1,8113,1,1 
item8114,1,8114,1,1 
item8115,1,8115,1,1 
item8116,1,8116,1,1 
item8117,1,8117,1,1 
item8118,1,8118,1,1 
item8119,1,8119,1,1 
item8120,1,8120,1,1 
item8121,1,8121,1,1 
item8122,1,8122,1,1 
item8123,1,8123,1,1 
item8124,1,8124,1,1 
item8125,1,8125,1,1 
item8126,1,8126,1,1 
item8127,1,8127,1,1 
item8128,1,8128,1,1 
item8129,1,8129,1,1 
item8130,1,8130,1,1 
item8131,1,8131,1,1 
item8132,1,8132,1,1 
item8133,1,8133,1,1 
item8134,1,8134,1,1 
item8135,1,8135,1,1 
item8136,1,8136,1,1 
item8137,1,8137,1,1 
item8138,1,8138,1,1 
item8139,1,8139,1,1 
item8140,1,8140,1,1 
item8141,1,8141,1,1 
item8142,1,8142,1,1 
item8143,1,8143,1,1 
item8144,1,8144,1,1 
item8145,1,8145,1,1 
item8146,1,8146,1,1 
item8147,1,8147,1,1 
item8148,1,8148,1,1 
item8149,1,8149,1,1 
item8150,1,8150,1,1 
item8151,1,8151,1,1 
item8152,1,8152,1,1 
item8153,1,8153,1,1 
item8154,1,8154,1,1 
item8155,1,8155,1,1 
item8156,1,8156,1,1 
item8157,1,8157,1,1 
item8158,1,8158,1,1 
item8159,1,8159,1,1 
item8160,1,8160,1,1 
item8161,1,8161,1,1 
item8162,1,8162,1,1 
item8163,1,8163,1,1 
item8164,1,8164,1,1 
item8165,1,8165,1,1 
item8166,1,8166,1,1 
item8167,1,8167,1,1 
item8168,1,8168,1,1 
item8169,1,8169,1,1 
item8170,1,8170,1,1 
item8171,1,8171,1,1 
item8172,1,8172,1,1 
item8173,1,8173,1,1 
item8174,1,8174,1,1 
item8175,1,8175,1,1 
item8176,1,8176,1,1 
item8177,1,8177,1,1 
item8178,1,8178,1,1 
item8179,1,8179,1,1 
item8180,1,8180,1,1 
item8181,1,8181,1,1 
item8182,1,8182,1,1 
item8183,1,8183,1,1 
item8184,1,8184,1,1 
item8185,1,8185,1,1 
item8186,1,8186,1,1 
item8187,1,8187,1,1 
item8188,1,8188,1,1 
item8189,1,8189,1,1 
item8190,1,8190,1,1 
item8191,1,8191,1,1 
item8192,1,8192,1,1 
item8193,1,8193,1,1 
item8194,1,8194,1,1 
item8195,1,8195,1,1 
item8196,1,8196,1,1 
item8197,1,8197,1,1 
item8198,1,8198,1,1 
item8199,1,8199,1,1 
item8200,1,8200,1,1 
item8201,1,8201,1,1 
item8202,1,8202,1,1 
item8203,1,8203,1,1 
item8204,1,8204,1,1 
item8205,1,8205,1,1 
item8206,1,8206,1,1 
item8207,1,8207,1,1 
item8208,1,8208,1,1 
item8209,1,8209,1,1 
item8210,1,8210,1,1 
item8211,1,8211,1,1 
item8212,1,8212,1,1 
item8213,1,8213,1,1 
item8214,1,8214,1,1 
item8215,1,8215,1,1 
item8216,1,8216,1,1 
item8217,1,8217,1,1 
item8218,1,8218,1,1 
item8219,1,8219,1,1 
item8220,1,8220,1,1 
item8221,1,8221,1,1 
item8222,1,8222,1,1 
item8223,1,8223,1,1 
item8224,1,8224,1,1 
item8225,1,8225,1,1 
item8226,1,8226,1,1 
item8227,1,8227,1,1 
item8228,1,8228,1,1 
item8229,1,8229,1,1 
item8230,1,8230,1,1 
item8231,1,8231,1,1 
item8232,1,8232,1,1 
item8233,1,8233,1,1 
item8234,1,8234,1,1 
item8235,1,8235,1,1 
item8236,1,8236,1,1 
item8237,1,8237,1,1 
item8238,1,8238,1,1 
item8239,1,8239,1,1 
item8240,1,8240,1,1 
item8241,1,8241,1,1 
item8242,1,8242,1,1 
item8243,1,8243,1,1 
item8244,1,8244,1,1 
item8245,1,8245,1,1 
item8246,1,8246,1,1 
item8247,1,8247,1,1 
item8248,1,8248,1,1 
item8249,1,8249,1,1 
item8250,1,8250,1,1 
item8251,1,8251,1,1 
item8252,1,8252,1,1 
item8253,1,8253,1,1 
item8254,1,8254,1,1 
item8255,1,8255,1,1 
item8256,1,8256,1,1 
item8257,1,8257,1,1 
item8258,1,8258,1,1 
item8259,1,8259,1,1 
item8260,1,8260,1,1 
item8261,1,8261,1,1 
item8262,1,8262,1,1 
item8263,1,8263,1,1 
item8264,1,8264,1,1 
item8265,1,8265,1,1 
item8266,1,8266,1,1 
item8267,1,8267,1,1 
item8268,1,8268,1,1 
item8269,1,8269,1,1 
item8270,1,8270,1,1 
item8271,1,8271,1,1 
item8272,1,8272,1,1 
item8273,1,8273,1,1 
item8274,1,8274,1,1 
item8275,1,8275,1,1 
item8276,1,8276,1,1 
item8277,1,8277,1,1 
item8278,1,8278,1,1 
item8279,1,8279,1,1 
item8280,1,8280,1,1 
item8281,1,8281,1,1 
item8282,1,8282,1,1 
item8283,1,8283,1,1 
item8284,1,8284,1,1 
item8285,1,8285,1,1 
item8286,1,8286,1,1 
item8287,1,8287,1,1 
item8288,1,8288,1,1 
item8289,1,8289,1,1 
item8290,1,8290,1,1 
item8291,1,8291,1,1 
item8292,1,8292,1,1 
item8293,1,8293,1,1 
item8294,1,8294,1,1 
item8295,1,8295,1,1 
item8296,1,8296,1,1 
item8297,1,8297,1,1 
item8298,1,8298,1,1 
item8299,1,8299,1,1 
item8300,1,8300,1,1 
item8301,1,8301,1,1 
item8302,1,8302,1,1 
item8303,1,8303,1,1 
item8304,1,8304,1,1 
item8305,1,8305,1,1 
item8306,1,8306,1,1 
item8307,1,8307,1,1 
item8308,1,8308,1,1 
item8309,1,8309,1,1 
item8310,1,8310,1,1 
item8311,1,8311,1,1 
item8312,1,8312,1,1 
item8313,1,8313,1,1 
item8314,1,8314,1,1 
item8315,1,8315,1,1 
item8316,1,8316,1,1 
item8317,1,8317,1,1 
item8318,1,8318,1,1 
item8319,1,8319,1,1 
item8320,1,8320,1,1 
item8321,1,8321,1,1 
item8322,1,8322,1,1 
item8323,1,8323,1,1 
item8324,1,8324,1,1 
item8325,1,8325,1,1 
item8326,1,8326,1,1 
item8327,1,8327,1,1 
item8328,1,8328,1,1 
item8329,1,8329,1,1 
item8330,1,8330,1,1 
item8331,1,8331,1,1 
item8332,1,8332,1,1 
item8333,1,8333,1,1 
item8334,1,8334,1,1 
