UserId,ItemId,Type,Time,Version
U2982,item2982,2982,41830.45347,1
U2983,item2983,2983,41830.45417,1
U2984,item2984,2984,41830.45486,1
U2985,item2985,2985,41830.45556,1
U2986,item2986,2986,41830.45625,1
U2987,item2987,2987,41830.45694,1
U2988,item2988,2988,41830.45764,1
U2989,item2989,2989,41830.45833,1
U2990,item2990,2990,41830.45903,1
U2991,item2991,2991,41830.45972,1
U2992,item2992,2992,41830.46042,1
U2993,item2993,2993,41830.46111,1
U2994,item2994,2994,41830.46181,1
U2995,item2995,2995,41830.4625,1
U2996,item2996,2996,41830.46319,1
U2997,item2997,2997,41830.46389,1
U2998,item2998,2998,41830.46458,1
U2999,item2999,2999,41830.46528,1
U3000,item3000,3000,41830.46597,1
U3001,item3001,3001,41830.46667,1
U3002,item3002,3002,41830.46736,1
U3003,item3003,3003,41830.46806,1
U3004,item3004,3004,41830.46875,1
U3005,item3005,3005,41830.46944,1
U3006,item3006,3006,41830.47014,1
U3007,item3007,3007,41830.47083,1
U3008,item3008,3008,41830.47153,1
U3009,item3009,3009,41830.47222,1
U3010,item3010,3010,41830.47292,1
U3011,item3011,3011,41830.47361,1
U3012,item3012,3012,41830.47431,1
U3013,item3013,3013,41830.475,1
U3014,item3014,3014,41830.47569,1
U3015,item3015,3015,41830.47639,1
U3016,item3016,3016,41830.47708,1
U3017,item3017,3017,41830.47778,1
U3018,item3018,3018,41830.47847,1
U3019,item3019,3019,41830.47917,1
U3020,item3020,3020,41830.47986,1
U3021,item3021,3021,41830.48056,1
U3022,item3022,3022,41830.48125,1
U3023,item3023,3023,41830.48194,1
U3024,item3024,3024,41830.48264,1
U3025,item3025,3025,41830.48333,1
U3026,item3026,3026,41830.48403,1
U3027,item3027,3027,41830.48472,1
U3028,item3028,3028,41830.48542,1
U3029,item3029,3029,41830.48611,1
U3030,item3030,3030,41830.48681,1
U3031,item3031,3031,41830.4875,1
U3032,item3032,3032,41830.48819,1
U3033,item3033,3033,41830.48889,1
U3034,item3034,3034,41830.48958,1
U3035,item3035,3035,41830.49028,1
U3036,item3036,3036,41830.49097,1
U3037,item3037,3037,41830.49167,1
U3038,item3038,3038,41830.49236,1
U3039,item3039,3039,41830.49306,1
U3040,item3040,3040,41830.49375,1
U3041,item3041,3041,41830.49444,1
U3042,item3042,3042,41830.49514,1
U3043,item3043,3043,41830.49583,1
U3044,item3044,3044,41830.49653,1
U3045,item3045,3045,41830.49722,1
U3046,item3046,3046,41830.49792,1
U3047,item3047,3047,41830.49861,1
U3048,item3048,3048,41830.49931,1
U3049,item3049,3049,41830.5,1
U3050,item3050,3050,41830.50069,1
U3051,item3051,3051,41830.50139,1
U3052,item3052,3052,41830.50208,1
U3053,item3053,3053,41830.50278,1
U3054,item3054,3054,41830.50347,1
U3055,item3055,3055,41830.50417,1
U3056,item3056,3056,41830.50486,1
U3057,item3057,3057,41830.50556,1
U3058,item3058,3058,41830.50625,1
U3059,item3059,3059,41830.50694,1
U3060,item3060,3060,41830.50764,1
U3061,item3061,3061,41830.50833,1
U3062,item3062,3062,41830.50903,1
U3063,item3063,3063,41830.50972,1
U3064,item3064,3064,41830.51042,1
U3065,item3065,3065,41830.51111,1
U3066,item3066,3066,41830.51181,1
U3067,item3067,3067,41830.5125,1
U3068,item3068,3068,41830.51319,1
U3069,item3069,3069,41830.51389,1
U3070,item3070,3070,41830.51458,1
U3071,item3071,3071,41830.51528,1
U3072,item3072,3072,41830.51597,1
U3073,item3073,3073,41830.51667,1
U3074,item3074,3074,41830.51736,1
U3075,item3075,3075,41830.51806,1
U3076,item3076,3076,41830.51875,1
U3077,item3077,3077,41830.51944,1
U3078,item3078,3078,41830.52014,1
U3079,item3079,3079,41830.52083,1
U3080,item3080,3080,41830.52153,1
U3081,item3081,3081,41830.52222,1
U3082,item3082,3082,41830.52292,1
U3083,item3083,3083,41830.52361,1
U3084,item3084,3084,41830.52431,1
U3085,item3085,3085,41830.525,1
U3086,item3086,3086,41830.52569,1
U3087,item3087,3087,41830.52639,1
U3088,item3088,3088,41830.52708,1
U3089,item3089,3089,41830.52778,1
U3090,item3090,3090,41830.52847,1
U3091,item3091,3091,41830.52917,1
U3092,item3092,3092,41830.52986,1
U3093,item3093,3093,41830.53056,1
U3094,item3094,3094,41830.53125,1
U3095,item3095,3095,41830.53194,1
U3096,item3096,3096,41830.53264,1
U3097,item3097,3097,41830.53333,1
U3098,item3098,3098,41830.53403,1
U3099,item3099,3099,41830.53472,1
U3100,item3100,3100,41830.53542,1
U3101,item3101,3101,41830.53611,1
U3102,item3102,3102,41830.53681,1
U3103,item3103,3103,41830.5375,1
U3104,item3104,3104,41830.53819,1
U3105,item3105,3105,41830.53889,1
U3106,item3106,3106,41830.53958,1
U3107,item3107,3107,41830.54028,1
U3108,item3108,3108,41830.54097,1
U3109,item3109,3109,41830.54167,1
U3110,item3110,3110,41830.54236,1
U3111,item3111,3111,41830.54306,1
U3112,item3112,3112,41830.54375,1
U3113,item3113,3113,41830.54444,1
U3114,item3114,3114,41830.54514,1
U3115,item3115,3115,41830.54583,1
U3116,item3116,3116,41830.54653,1
U3117,item3117,3117,41830.54722,1
U3118,item3118,3118,41830.54792,1
U3119,item3119,3119,41830.54861,1
U3120,item3120,3120,41830.54931,1
U3121,item3121,3121,41830.55,1
U3122,item3122,3122,41830.55069,1
U3123,item3123,3123,41830.55139,1
U3124,item3124,3124,41830.55208,1
U3125,item3125,3125,41830.55278,1
U3126,item3126,3126,41830.55347,1
U3127,item3127,3127,41830.55417,1
U3128,item3128,3128,41830.55486,1
U3129,item3129,3129,41830.55556,1
U3130,item3130,3130,41830.55625,1
U3131,item3131,3131,41830.55694,1
U3132,item3132,3132,41830.55764,1
U3133,item3133,3133,41830.55833,1
U3134,item3134,3134,41830.55903,1
U3135,item3135,3135,41830.55972,1
U3136,item3136,3136,41830.56042,1
U3137,item3137,3137,41830.56111,1
U3138,item3138,3138,41830.56181,1
U3139,item3139,3139,41830.5625,1
U3140,item3140,3140,41830.56319,1
U3141,item3141,3141,41830.56389,1
U3142,item3142,3142,41830.56458,1
U3143,item3143,3143,41830.56528,1
U3144,item3144,3144,41830.56597,1
U3145,item3145,3145,41830.56667,1
U3146,item3146,3146,41830.56736,1
U3147,item3147,3147,41830.56806,1
U3148,item3148,3148,41830.56875,1
U3149,item3149,3149,41830.56944,1
U3150,item3150,3150,41830.57014,1
U3151,item3151,3151,41830.57083,1
U3152,item3152,3152,41830.57153,1
U3153,item3153,3153,41830.57222,1
U3154,item3154,3154,41830.57292,1
U3155,item3155,3155,41830.57361,1
U3156,item3156,3156,41830.57431,1
U3157,item3157,3157,41830.575,1
U3158,item3158,3158,41830.57569,1
U3159,item3159,3159,41830.57639,1
U3160,item3160,3160,41830.57708,1
U3161,item3161,3161,41830.57778,1
U3162,item3162,3162,41830.57847,1
U3163,item3163,3163,41830.57917,1
U3164,item3164,3164,41830.57986,1
U3165,item3165,3165,41830.58056,1
U3166,item3166,3166,41830.58125,1
U3167,item3167,3167,41830.58194,1
U3168,item3168,3168,41830.58264,1
U3169,item3169,3169,41830.58333,1
U3170,item3170,3170,41830.58403,1
U3171,item3171,3171,41830.58472,1
U3172,item3172,3172,41830.58542,1
U3173,item3173,3173,41830.58611,1
U3174,item3174,3174,41830.58681,1
U3175,item3175,3175,41830.5875,1
U3176,item3176,3176,41830.58819,1
U3177,item3177,3177,41830.58889,1
U3178,item3178,3178,41830.58958,1
U3179,item3179,3179,41830.59028,1
U3180,item3180,3180,41830.59097,1
U3181,item3181,3181,41830.59167,1
U3182,item3182,3182,41830.59236,1
U3183,item3183,3183,41830.59306,1
U3184,item3184,3184,41830.59375,1
U3185,item3185,3185,41830.59444,1
U3186,item3186,3186,41830.59514,1
U3187,item3187,3187,41830.59583,1
U3188,item3188,3188,41830.59653,1
U3189,item3189,3189,41830.59722,1
U3190,item3190,3190,41830.59792,1
U3191,item3191,3191,41830.59861,1
U3192,item3192,3192,41830.59931,1
U3193,item3193,3193,41830.6,1
U3194,item3194,3194,41830.60069,1
U3195,item3195,3195,41830.60139,1
U3196,item3196,3196,41830.60208,1
U3197,item3197,3197,41830.60278,1
U3198,item3198,3198,41830.60347,1
U3199,item3199,3199,41830.60417,1
U3200,item3200,3200,41830.60486,1
U3201,item3201,3201,41830.60556,1
U3202,item3202,3202,41830.60625,1
U3203,item3203,3203,41830.60694,1
U3204,item3204,3204,41830.60764,1
U3205,item3205,3205,41830.60833,1
U3206,item3206,3206,41830.60903,1
U3207,item3207,3207,41830.60972,1
U3208,item3208,3208,41830.61042,1
U3209,item3209,3209,41830.61111,1
U3210,item3210,3210,41830.61181,1
U3211,item3211,3211,41830.6125,1
U3212,item3212,3212,41830.61319,1
U3213,item3213,3213,41830.61389,1
U3214,item3214,3214,41830.61458,1
U3215,item3215,3215,41830.61528,1
U3216,item3216,3216,41830.61597,1
U3217,item3217,3217,41830.61667,1
U3218,item3218,3218,41830.61736,1
U3219,item3219,3219,41830.61806,1
U3220,item3220,3220,41830.61875,1
U3221,item3221,3221,41830.61944,1
U3222,item3222,3222,41830.62014,1
U3223,item3223,3223,41830.62083,1
U3224,item3224,3224,41830.62153,1
U3225,item3225,3225,41830.62222,1
U3226,item3226,3226,41830.62292,1
U3227,item3227,3227,41830.62361,1
U3228,item3228,3228,41830.62431,1
U3229,item3229,3229,41830.625,1
U3230,item3230,3230,41830.62569,1
U3231,item3231,3231,41830.62639,1
U3232,item3232,3232,41830.62708,1
U3233,item3233,3233,41830.62778,1
U3234,item3234,3234,41830.62847,1
U3235,item3235,3235,41830.62917,1
U3236,item3236,3236,41830.62986,1
U3237,item3237,3237,41830.63056,1
U3238,item3238,3238,41830.63125,1
U3239,item3239,3239,41830.63194,1
U3240,item3240,3240,41830.63264,1
U3241,item3241,3241,41830.63333,1
U3242,item3242,3242,41830.63403,1
U3243,item3243,3243,41830.63472,1
U3244,item3244,3244,41830.63542,1
U3245,item3245,3245,41830.63611,1
U3246,item3246,3246,41830.63681,1
U3247,item3247,3247,41830.6375,1
U3248,item3248,3248,41830.63819,1
U3249,item3249,3249,41830.63889,1
U3250,item3250,3250,41830.63958,1
U3251,item3251,3251,41830.64028,1
U3252,item3252,3252,41830.64097,1
U3253,item3253,3253,41830.64167,1
U3254,item3254,3254,41830.64236,1
U3255,item3255,3255,41830.64306,1
U3256,item3256,3256,41830.64375,1
U3257,item3257,3257,41830.64444,1
U3258,item3258,3258,41830.64514,1
U3259,item3259,3259,41830.64583,1
U3260,item3260,3260,41830.64653,1
U3261,item3261,3261,41830.64722,1
U3262,item3262,3262,41830.64792,1
U3263,item3263,3263,41830.64861,1
U3264,item3264,3264,41830.64931,1
U3265,item3265,3265,41830.65,1
U3266,item3266,3266,41830.65069,1
U3267,item3267,3267,41830.65139,1
U3268,item3268,3268,41830.65208,1
U3269,item3269,3269,41830.65278,1
U3270,item3270,3270,41830.65347,1
U3271,item3271,3271,41830.65417,1
U3272,item3272,3272,41830.65486,1
U3273,item3273,3273,41830.65556,1
U3274,item3274,3274,41830.65625,1
U3275,item3275,3275,41830.65694,1
U3276,item3276,3276,41830.65764,1
U3277,item3277,3277,41830.65833,1
U3278,item3278,3278,41830.65903,1
U3279,item3279,3279,41830.65972,1
U3280,item3280,3280,41830.66042,1
U3281,item3281,3281,41830.66111,1
U3282,item3282,3282,41830.66181,1
U3283,item3283,3283,41830.6625,1
U3284,item3284,3284,41830.66319,1
U3285,item3285,3285,41830.66389,1
U3286,item3286,3286,41830.66458,1
U3287,item3287,3287,41830.66528,1
U3288,item3288,3288,41830.66597,1
U3289,item3289,3289,41830.66667,1
U3290,item3290,3290,41830.66736,1
U3291,item3291,3291,41830.66806,1
U3292,item3292,3292,41830.66875,1
U3293,item3293,3293,41830.66944,1
U3294,item3294,3294,41830.67014,1
U3295,item3295,3295,41830.67083,1
U3296,item3296,3296,41830.67153,1
U3297,item3297,3297,41830.67222,1
U3298,item3298,3298,41830.67292,1
U3299,item3299,3299,41830.67361,1
U3300,item3300,3300,41830.67431,1
U3301,item3301,3301,41830.675,1
U3302,item3302,3302,41830.67569,1
U3303,item3303,3303,41830.67639,1
U3304,item3304,3304,41830.67708,1
U3305,item3305,3305,41830.67778,1
U3306,item3306,3306,41830.67847,1
U3307,item3307,3307,41830.67917,1
U3308,item3308,3308,41830.67986,1
U3309,item3309,3309,41830.68056,1
U3310,item3310,3310,41830.68125,1
U3311,item3311,3311,41830.68194,1
U3312,item3312,3312,41830.68264,1
U3313,item3313,3313,41830.68333,1
U3314,item3314,3314,41830.68403,1
U3315,item3315,3315,41830.68472,1
U3316,item3316,3316,41830.68542,1
U3317,item3317,3317,41830.68611,1
U3318,item3318,3318,41830.68681,1
U3319,item3319,3319,41830.6875,1
U3320,item3320,3320,41830.68819,1
U3321,item3321,3321,41830.68889,1
U3322,item3322,3322,41830.68958,1
U3323,item3323,3323,41830.69028,1
U3324,item3324,3324,41830.69097,1
U3325,item3325,3325,41830.69167,1
U3326,item3326,3326,41830.69236,1
U3327,item3327,3327,41830.69306,1
U3328,item3328,3328,41830.69375,1
U3329,item3329,3329,41830.69444,1
U3330,item3330,3330,41830.69514,1
U3331,item3331,3331,41830.69583,1
U3332,item3332,3332,41830.69653,1
U3333,item3333,3333,41830.69722,1
U3334,item3334,3334,41830.69792,1
U3335,item3335,3335,41830.69861,1
U3336,item3336,3336,41830.69931,1
U3337,item3337,3337,41830.7,1
U3338,item3338,3338,41830.70069,1
U3339,item3339,3339,41830.70139,1
U3340,item3340,3340,41830.70208,1
U3341,item3341,3341,41830.70278,1
U3342,item3342,3342,41830.70347,1
U3343,item3343,3343,41830.70417,1
U3344,item3344,3344,41830.70486,1
U3345,item3345,3345,41830.70556,1
U3346,item3346,3346,41830.70625,1
U3347,item3347,3347,41830.70694,1
U3348,item3348,3348,41830.70764,1
U3349,item3349,3349,41830.70833,1
U3350,item3350,3350,41830.70903,1
U3351,item3351,3351,41830.70972,1
U3352,item3352,3352,41830.71042,1
U3353,item3353,3353,41830.71111,1
U3354,item3354,3354,41830.71181,1
U3355,item3355,3355,41830.7125,1
U3356,item3356,3356,41830.71319,1
U3357,item3357,3357,41830.71389,1
U3358,item3358,3358,41830.71458,1
U3359,item3359,3359,41830.71528,1
U3360,item3360,3360,41830.71597,1
U3361,item3361,3361,41830.71667,1
U3362,item3362,3362,41830.71736,1
U3363,item3363,3363,41830.71806,1
U3364,item3364,3364,41830.71875,1
U3365,item3365,3365,41830.71944,1
U3366,item3366,3366,41830.72014,1
U3367,item3367,3367,41830.72083,1
U3368,item3368,3368,41830.72153,1
U3369,item3369,3369,41830.72222,1
U3370,item3370,3370,41830.72292,1
U3371,item3371,3371,41830.72361,1
U3372,item3372,3372,41830.72431,1
U3373,item3373,3373,41830.725,1
U3374,item3374,3374,41830.72569,1
U3375,item3375,3375,41830.72639,1
U3376,item3376,3376,41830.72708,1
U3377,item3377,3377,41830.72778,1
U3378,item3378,3378,41830.72847,1
U3379,item3379,3379,41830.72917,1
U3380,item3380,3380,41830.72986,1
U3381,item3381,3381,41830.73056,1
U3382,item3382,3382,41830.73125,1
U3383,item3383,3383,41830.73194,1
U3384,item3384,3384,41830.73264,1
U3385,item3385,3385,41830.73333,1
U3386,item3386,3386,41830.73403,1
U3387,item3387,3387,41830.73472,1
U3388,item3388,3388,41830.73542,1
U3389,item3389,3389,41830.73611,1
U3390,item3390,3390,41830.73681,1
U3391,item3391,3391,41830.7375,1
U3392,item3392,3392,41830.73819,1
U3393,item3393,3393,41830.73889,1
U3394,item3394,3394,41830.73958,1
U3395,item3395,3395,41830.74028,1
U3396,item3396,3396,41830.74097,1
U3397,item3397,3397,41830.74167,1
U3398,item3398,3398,41830.74236,1
U3399,item3399,3399,41830.74306,1
U3400,item3400,3400,41830.74375,1
U3401,item3401,3401,41830.74444,1
U3402,item3402,3402,41830.74514,1
U3403,item3403,3403,41830.74583,1
U3404,item3404,3404,41830.74653,1
U3405,item3405,3405,41830.74722,1
U3406,item3406,3406,41830.74792,1
U3407,item3407,3407,41830.74861,1
U3408,item3408,3408,41830.74931,1
U3409,item3409,3409,41830.75,1
U3410,item3410,3410,41830.75069,1
U3411,item3411,3411,41830.75139,1
U3412,item3412,3412,41830.75208,1
U3413,item3413,3413,41830.75278,1
U3414,item3414,3414,41830.75347,1
U3415,item3415,3415,41830.75417,1
U3416,item3416,3416,41830.75486,1
U3417,item3417,3417,41830.75556,1
U3418,item3418,3418,41830.75625,1
U3419,item3419,3419,41830.75694,1
U3420,item3420,3420,41830.75764,1
U3421,item3421,3421,41830.75833,1
U3422,item3422,3422,41830.75903,1
U3423,item3423,3423,41830.75972,1
U3424,item3424,3424,41830.76042,1
U3425,item3425,3425,41830.76111,1
U3426,item3426,3426,41830.76181,1
U3427,item3427,3427,41830.7625,1
U3428,item3428,3428,41830.76319,1
U3429,item3429,3429,41830.76389,1
U3430,item3430,3430,41830.76458,1
U3431,item3431,3431,41830.76528,1
U3432,item3432,3432,41830.76597,1
U3433,item3433,3433,41830.76667,1
U3434,item3434,3434,41830.76736,1
U3435,item3435,3435,41830.76806,1
U3436,item3436,3436,41830.76875,1
U3437,item3437,3437,41830.76944,1
U3438,item3438,3438,41830.77014,1
U3439,item3439,3439,41830.77083,1
U3440,item3440,3440,41830.77153,1
U3441,item3441,3441,41830.77222,1
U3442,item3442,3442,41830.77292,1
U3443,item3443,3443,41830.77361,1
U3444,item3444,3444,41830.77431,1
U3445,item3445,3445,41830.775,1
U3446,item3446,3446,41830.77569,1
U3447,item3447,3447,41830.77639,1
U3448,item3448,3448,41830.77708,1
U3449,item3449,3449,41830.77778,1
U3450,item3450,3450,41830.77847,1
U3451,item3451,3451,41830.77917,1
U3452,item3452,3452,41830.77986,1
U3453,item3453,3453,41830.78056,1
U3454,item3454,3454,41830.78125,1
U3455,item3455,3455,41830.78194,1
U3456,item3456,3456,41830.78264,1
U3457,item3457,3457,41830.78333,1
U3458,item3458,3458,41830.78403,1
U3459,item3459,3459,41830.78472,1
U3460,item3460,3460,41830.78542,1
U3461,item3461,3461,41830.78611,1
U3462,item3462,3462,41830.78681,1
U3463,item3463,3463,41830.7875,1
U3464,item3464,3464,41830.78819,1
U3465,item3465,3465,41830.78889,1
U3466,item3466,3466,41830.78958,1
U3467,item3467,3467,41830.79028,1
U3468,item3468,3468,41830.79097,1
U3469,item3469,3469,41830.79167,1
U3470,item3470,3470,41830.79236,1
U3471,item3471,3471,41830.79306,1
U3472,item3472,3472,41830.79375,1
U3473,item3473,3473,41830.79444,1
U3474,item3474,3474,41830.79514,1
U3475,item3475,3475,41830.79583,1
U3476,item3476,3476,41830.79653,1
U3477,item3477,3477,41830.79722,1
U3478,item3478,3478,41830.79792,1
U3479,item3479,3479,41830.79861,1
U3480,item3480,3480,41830.79931,1
U3481,item3481,3481,41830.8,1
U3482,item3482,3482,41830.80069,1
U3483,item3483,3483,41830.80139,1
U3484,item3484,3484,41830.80208,1
U3485,item3485,3485,41830.80278,1
U3486,item3486,3486,41830.80347,1
U3487,item3487,3487,41830.80417,1
U3488,item3488,3488,41830.80486,1
U3489,item3489,3489,41830.80556,1
U3490,item3490,3490,41830.80625,1
U3491,item3491,3491,41830.80694,1
U3492,item3492,3492,41830.80764,1
U3493,item3493,3493,41830.80833,1
U3494,item3494,3494,41830.80903,1
U3495,item3495,3495,41830.80972,1
U3496,item3496,3496,41830.81042,1
U3497,item3497,3497,41830.81111,1
U3498,item3498,3498,41830.81181,1
U3499,item3499,3499,41830.8125,1
U3500,item3500,3500,41830.81319,1
U3501,item3501,3501,41830.81389,1
U3502,item3502,3502,41830.81458,1
U3503,item3503,3503,41830.81528,1
U3504,item3504,3504,41830.81597,1
U3505,item3505,3505,41830.81667,1
U3506,item3506,3506,41830.81736,1
U3507,item3507,3507,41830.81806,1
U3508,item3508,3508,41830.81875,1
U3509,item3509,3509,41830.81944,1
U3510,item3510,3510,41830.82014,1
U3511,item3511,3511,41830.82083,1
U3512,item3512,3512,41830.82153,1
U3513,item3513,3513,41830.82222,1
U3514,item3514,3514,41830.82292,1
U3515,item3515,3515,41830.82361,1
U3516,item3516,3516,41830.82431,1
U3517,item3517,3517,41830.825,1
U3518,item3518,3518,41830.82569,1
U3519,item3519,3519,41830.82639,1
U3520,item3520,3520,41830.82708,1
U3521,item3521,3521,41830.82778,1
U3522,item3522,3522,41830.82847,1
U3523,item3523,3523,41830.82917,1
U3524,item3524,3524,41830.82986,1
U3525,item3525,3525,41830.83056,1
U3526,item3526,3526,41830.83125,1
U3527,item3527,3527,41830.83194,1
U3528,item3528,3528,41830.83264,1
U3529,item3529,3529,41830.83333,1
U3530,item3530,3530,41830.83403,1
U3531,item3531,3531,41830.83472,1
U3532,item3532,3532,41830.83542,1
U3533,item3533,3533,41830.83611,1
U3534,item3534,3534,41830.83681,1
U3535,item3535,3535,41830.8375,1
U3536,item3536,3536,41830.83819,1
U3537,item3537,3537,41830.83889,1
U3538,item3538,3538,41830.83958,1
U3539,item3539,3539,41830.84028,1
U3540,item3540,3540,41830.84097,1
U3541,item3541,3541,41830.84167,1
U3542,item3542,3542,41830.84236,1
U3543,item3543,3543,41830.84306,1
U3544,item3544,3544,41830.84375,1
U3545,item3545,3545,41830.84444,1
U3546,item3546,3546,41830.84514,1
U3547,item3547,3547,41830.84583,1
U3548,item3548,3548,41830.84653,1
U3549,item3549,3549,41830.84722,1
U3550,item3550,3550,41830.84792,1
U3551,item3551,3551,41830.84861,1
U3552,item3552,3552,41830.84931,1
U3553,item3553,3553,41830.85,1
U3554,item3554,3554,41830.85069,1
U3555,item3555,3555,41830.85139,1
U3556,item3556,3556,41830.85208,1
U3557,item3557,3557,41830.85278,1
U3558,item3558,3558,41830.85347,1
U3559,item3559,3559,41830.85417,1
U3560,item3560,3560,41830.85486,1
U3561,item3561,3561,41830.85556,1
U3562,item3562,3562,41830.85625,1
U3563,item3563,3563,41830.85694,1
U3564,item3564,3564,41830.85764,1
U3565,item3565,3565,41830.85833,1
U3566,item3566,3566,41830.85903,1
U3567,item3567,3567,41830.85972,1
U3568,item3568,3568,41830.86042,1
U3569,item3569,3569,41830.86111,1
U3570,item3570,3570,41830.86181,1
U3571,item3571,3571,41830.8625,1
U3572,item3572,3572,41830.86319,1
U3573,item3573,3573,41830.86389,1
U3574,item3574,3574,41830.86458,1
U3575,item3575,3575,41830.86528,1
U3576,item3576,3576,41830.86597,1
U3577,item3577,3577,41830.86667,1
U3578,item3578,3578,41830.86736,1
U3579,item3579,3579,41830.86806,1
U3580,item3580,3580,41830.86875,1
U3581,item3581,3581,41830.86944,1
U3582,item3582,3582,41830.87014,1
U3583,item3583,3583,41830.87083,1
U3584,item3584,3584,41830.87153,1
U3585,item3585,3585,41830.87222,1
U3586,item3586,3586,41830.87292,1
U3587,item3587,3587,41830.87361,1
U3588,item3588,3588,41830.87431,1
U3589,item3589,3589,41830.875,1
U3590,item3590,3590,41830.87569,1
U3591,item3591,3591,41830.87639,1
U3592,item3592,3592,41830.87708,1
U3593,item3593,3593,41830.87778,1
U3594,item3594,3594,41830.87847,1
U3595,item3595,3595,41830.87917,1
U3596,item3596,3596,41830.87986,1
U3597,item3597,3597,41830.88056,1
U3598,item3598,3598,41830.88125,1
U3599,item3599,3599,41830.88194,1
U3600,item3600,3600,41830.88264,1
U3601,item3601,3601,41830.88333,1
U3602,item3602,3602,41830.88403,1
U3603,item3603,3603,41830.88472,1
U3604,item3604,3604,41830.88542,1
U3605,item3605,3605,41830.88611,1
U3606,item3606,3606,41830.88681,1
U3607,item3607,3607,41830.8875,1
U3608,item3608,3608,41830.88819,1
U3609,item3609,3609,41830.88889,1
U3610,item3610,3610,41830.88958,1
U3611,item3611,3611,41830.89028,1
U3612,item3612,3612,41830.89097,1
U3613,item3613,3613,41830.89167,1
U3614,item3614,3614,41830.89236,1
U3615,item3615,3615,41830.89306,1
U3616,item3616,3616,41830.89375,1
U3617,item3617,3617,41830.89444,1
U3618,item3618,3618,41830.89514,1
U3619,item3619,3619,41830.89583,1
U3620,item3620,3620,41830.89653,1
U3621,item3621,3621,41830.89722,1
U3622,item3622,3622,41830.89792,1
U3623,item3623,3623,41830.89861,1
U3624,item3624,3624,41830.89931,1
U3625,item3625,3625,41830.9,1
U3626,item3626,3626,41830.90069,1
U3627,item3627,3627,41830.90139,1
U3628,item3628,3628,41830.90208,1
U3629,item3629,3629,41830.90278,1
U3630,item3630,3630,41830.90347,1
U3631,item3631,3631,41830.90417,1
U3632,item3632,3632,41830.90486,1
U3633,item3633,3633,41830.90556,1
U3634,item3634,3634,41830.90625,1
U3635,item3635,3635,41830.90694,1
U3636,item3636,3636,41830.90764,1
U3637,item3637,3637,41830.90833,1
U3638,item3638,3638,41830.90903,1
U3639,item3639,3639,41830.90972,1
U3640,item3640,3640,41830.91042,1
U3641,item3641,3641,41830.91111,1
U3642,item3642,3642,41830.91181,1
U3643,item3643,3643,41830.9125,1
U3644,item3644,3644,41830.91319,1
U3645,item3645,3645,41830.91389,1
U3646,item3646,3646,41830.91458,1
U3647,item3647,3647,41830.91528,1
U3648,item3648,3648,41830.91597,1
U3649,item3649,3649,41830.91667,1
U3650,item3650,3650,41830.91736,1
U3651,item3651,3651,41830.91806,1
U3652,item3652,3652,41830.91875,1
U3653,item3653,3653,41830.91944,1
U3654,item3654,3654,41830.92014,1
U3655,item3655,3655,41830.92083,1
U3656,item3656,3656,41830.92153,1
U3657,item3657,3657,41830.92222,1
U3658,item3658,3658,41830.92292,1
U3659,item3659,3659,41830.92361,1
U3660,item3660,3660,41830.92431,1
U3661,item3661,3661,41830.925,1
U3662,item3662,3662,41830.92569,1
U3663,item3663,3663,41830.92639,1
U3664,item3664,3664,41830.92708,1
U3665,item3665,3665,41830.92778,1
U3666,item3666,3666,41830.92847,1
U3667,item3667,3667,41830.92917,1
U3668,item3668,3668,41830.92986,1
U3669,item3669,3669,41830.93056,1
U3670,item3670,3670,41830.93125,1
U3671,item3671,3671,41830.93194,1
U3672,item3672,3672,41830.93264,1
U3673,item3673,3673,41830.93333,1
U3674,item3674,3674,41830.93403,1
U3675,item3675,3675,41830.93472,1
U3676,item3676,3676,41830.93542,1
U3677,item3677,3677,41830.93611,1
U3678,item3678,3678,41830.93681,1
U3679,item3679,3679,41830.9375,1
U3680,item3680,3680,41830.93819,1
U3681,item3681,3681,41830.93889,1
U3682,item3682,3682,41830.93958,1
U3683,item3683,3683,41830.94028,1
U3684,item3684,3684,41830.94097,1
U3685,item3685,3685,41830.94167,1
U3686,item3686,3686,41830.94236,1
U3687,item3687,3687,41830.94306,1
U3688,item3688,3688,41830.94375,1
U3689,item3689,3689,41830.94444,1
U3690,item3690,3690,41830.94514,1
U3691,item3691,3691,41830.94583,1
U3692,item3692,3692,41830.94653,1
U3693,item3693,3693,41830.94722,1
U3694,item3694,3694,41830.94792,1
U3695,item3695,3695,41830.94861,1
U3696,item3696,3696,41830.94931,1
U3697,item3697,3697,41830.95,1
U3698,item3698,3698,41830.95069,1
U3699,item3699,3699,41830.95139,1
U3700,item3700,3700,41830.95208,1
U3701,item3701,3701,41830.95278,1
U3702,item3702,3702,41830.95347,1
U3703,item3703,3703,41830.95417,1
U3704,item3704,3704,41830.95486,1
U3705,item3705,3705,41830.95556,1
U3706,item3706,3706,41830.95625,1
U3707,item3707,3707,41830.95694,1
U3708,item3708,3708,41830.95764,1
U3709,item3709,3709,41830.95833,1
U3710,item3710,3710,41830.95903,1
U3711,item3711,3711,41830.95972,1
U3712,item3712,3712,41830.96042,1
U3713,item3713,3713,41830.96111,1
U3714,item3714,3714,41830.96181,1
U3715,item3715,3715,41830.9625,1
U3716,item3716,3716,41830.96319,1
U3717,item3717,3717,41830.96389,1
